# layout number, AEP
201	1.4279039526611786e11
202	1.4277070719596432e11
203	1.4281815326822388e11
204	1.4286111711735562e11
205	1.4280895475653513e11
206	1.4279687412972772e11
207	1.4280110075444824e11
208	1.4271262691340128e11
209	1.4279039526611346e11
210	1.4273749135809186e11
211	1.4279687413072067e11
212	1.4277015720371317e11
213	1.427740016444259e11
214	1.4273498780663187e11
215	1.4271042831083905e11
216	1.4280895475653513e11
217	1.428657319334275e11
218	1.426219338597857e11
219	1.4276966481323135e11
220	1.423416268261797e11
221	1.4257049112228934e11
222	1.4270072803715088e11
223	1.4280895475653513e11
224	1.4275233497302817e11
225	1.426918539067223e11
226	1.4270807556477332e11
227	1.4261401537334274e11
228	1.427267677126041e11
229	1.4280895475653513e11
230	1.4271469814183246e11
231	1.4279181972702228e11
232	1.4280895475653513e11
233	1.4280895475653513e11
234	1.426926887856255e11
235	1.4261498903061047e11
236	1.4270959527331516e11
237	1.427345483500881e11
238	1.4282280829930865e11
239	1.4283625734977066e11
240	1.4270072803715097e11
241	1.4280500452460117e11
242	1.4280895475653513e11
243	1.4275940949303305e11
244	1.4276966481323135e11
245	1.4276317915529694e11
246	1.4266345083663586e11
247	1.427914762616451e11
248	1.426023799474771e11
249	1.427976013579938e11
250	1.4255699558231866e11
251	1.4279039526611313e11
252	1.427979266812535e11
253	1.42825938986381e11
254	1.4280110075444824e11
255	1.4277400164442545e11
256	1.4271356388129565e11
257	1.4270589010056998e11
258	1.42609997208272e11
259	1.427754671908127e11
260	1.4269939813178036e11
261	1.426816897139521e11
262	1.4273586667669028e11
263	1.4259338576600275e11
264	1.428050045246012e11
265	1.4278011839167526e11
266	1.426858585398156e11
267	1.4280895475653513e11
268	1.4278934582173724e11
269	1.426057577767017e11
270	1.428228082930715e11
271	1.428089547565351e11
272	1.4271221583575638e11
273	1.427165890631241e11
274	1.4278050612992194e11
275	1.427657649613379e11
276	1.4280895475653513e11
277	1.4271176801621158e11
278	1.4277129807094406e11
279	1.4272193170904294e11
280	1.4270820653458337e11
281	1.428157053346106e11
282	1.4263523652530063e11
283	1.4271469814183258e11
284	1.4273381100406223e11
285	1.427491331643839e11
286	1.4278050612022467e11
287	1.4280895475653513e11
288	1.4271655132237012e11
289	1.4276123909144852e11
290	1.42730451719486e11
291	1.4280895475653513e11
292	1.4269324645542502e11
293	1.427531476958024e11
294	1.4277129421947873e11
295	1.4263452649154373e11
296	1.428657319334275e11
297	1.4280895475653513e11
298	1.4272597989400928e11
299	1.4263530729443384e11
300	1.4277129807094406e11
301	1.4268074730698282e11
302	1.4285316660162085e11
303	1.425713158437925e11
304	1.4280895475653513e11
305	1.4280895475653513e11
306	1.4286569111248538e11
307	1.4265090426280045e11
308	1.4271042831083905e11
309	1.4278011839167514e11
310	1.4270996495646228e11
311	1.4275578049199643e11
312	1.4271356388129565e11
313	1.4280895475653513e11
314	1.4271959681133817e11
315	1.4270092336276456e11
316	1.4285316660161975e11
317	1.427795013480978e11
318	1.4280895475653513e11
319	1.427336097491375e11
320	1.4270996495646368e11
321	1.4278050612022696e11
322	1.4278704953045743e11
323	1.4274613190300894e11
324	1.4273498780663187e11
325	1.4271469814183246e11
326	1.4273581367931448e11
327	1.427165513223699e11
328	1.42709569801866e11
329	1.4274003587323553e11
330	1.42727650457927e11
331	1.4273581367931696e11
332	1.427712942194787e11
333	1.428050045246012e11
334	1.4275600644956613e11
335	1.427015745974812e11
336	1.4273749135809186e11
337	1.4280895475653513e11
338	1.428118798634792e11
339	1.426140153733427e11
340	1.4270869319476987e11
341	1.4275175997234082e11
342	1.427976013579938e11
343	1.4284604794444397e11
344	1.4276443160687805e11
345	1.4276443160687747e11
346	1.4278011839167523e11
347	1.427696648132312e11
348	1.4280895475653513e11
349	1.4271959681133942e11
350	1.4284604794444397e11
351	1.427712942194787e11
352	1.428657319334275e11
353	1.4280895475653513e11
354	1.427461380924462e11
355	1.4280895475653513e11
356	1.427903952661182e11
357	1.428011007544482e11
358	1.427712942194787e11
359	1.4280895475653513e11
360	1.42677061570901e11
361	1.4260903137709552e11
362	1.4269707356496146e11
363	1.4272744363394254e11
364	1.4268168971395197e11
365	1.4280329197973163e11
366	1.427477743989173e11
367	1.42707636382089e11
368	1.4284604794444394e11
369	1.42730451719486e11
370	1.4280895475653513e11
371	1.4272324884957538e11
372	1.4270886600125436e11
373	1.4276642849938797e11
374	1.427427844021283e11
375	1.4282280829930444e11
376	1.4274003587323566e11
377	1.4279757363317615e11
378	1.4274669088816187e11
379	1.426816897139092e11
380	1.4269026276129517e11
381	1.4281570533461075e11
382	1.427400358732319e11
383	1.4272031864504135e11
384	1.428050045246012e11
385	1.427345483500881e11
386	1.4262606722988092e11
387	1.4280895475653513e11
388	1.4277161744439844e11
389	1.4280895475653513e11
