# Final AEP values, recalculated using 360 directions
# dirs=10,20,30,40,50,60,70,80,90,100,120,150,200,360
39894.5336399395	40353.26415240765	40917.542698264326	40873.39737480712	40860.04612536724	40894.75727970155	40894.83963209493	40838.84508738204	40792.49601409515	40895.94762675344	40973.213973193175	40952.446700904286	40896.619121199416	40973.48826767499
39382.96469207812	40372.677140516906	40662.31535993418	40934.12689158228	40790.71504237188	40791.49883615836	40791.85462317808	40791.97061324048	40969.752860233755	40791.356186683035	40952.35984390258	40792.86084692805	40994.83563186564	40793.13179289199
39382.96469205482	40353.23657792513	40785.536989907174	40956.104061404876	40968.538622255764	40743.40795074955	40994.38676564394	40972.608772705935	41042.371712136104	40972.82815394854	40973.2560287826	40859.406503759565	40860.035192911775	40973.45882270461
39628.11028376391	40584.50476602489	40727.62715369689	40876.11737476379	40968.500893755365	40789.86222590184	40635.58504944567	40972.40211177802	40969.83593206241	40972.89015231045	40792.6140121969	40973.25294778103	40973.22742266496	40864.45780990282
39323.31314376071	40352.49056452165	40917.549941620266	40956.10662202434	40967.73404061372	40972.08707209358	40972.79718394358	40972.30814347728	40971.98464554025	40972.74351776908	40972.89171559425	40792.807702508035	40973.032534835205	40973.501281004326
39375.453892047546	40372.68573107925	40152.94957884514	40678.33205777519	40837.285741142696	40972.086223858925	40973.03077597125	41108.02069964073	40792.68616202236	40952.39208320653	40952.35932240993	40973.40466826804	40972.97162413537	40973.493930777026
40167.32616194471	40353.35699520607	40917.56658435672	40956.106397485615	40968.53872179371	40972.084793205744	40972.70282114076	40969.41126415855	41127.79330098043	40972.12679761003	40972.86960894084	40973.1521056497	40972.91263061423	40973.499160759435
39205.78437756351	40530.02361180376	40901.3148831879	41098.61958272823	40968.10849136394	40869.320130164735	40972.81577725988	40952.033406969065	40870.59086905415	40896.0994612881	40896.594916424074	40970.166243006715	40793.00547250437	40973.474433296535
40059.086341935836	40242.45644353674	40690.18400269476	40985.64167605336	40968.36086915021	40972.09488617791	40973.06309916379	40971.96717240633	40895.96036440438	40972.78809435873	40973.19769025586	40973.2153603166	40972.915233419684	40973.50362780073
39528.077611803645	40406.11896533057	40915.19434689573	41029.091386738924	40960.15569559716	40967.763383959755	41042.27721196579	40969.40206380625	40951.92707805397	40969.69657646893	40795.12600571515	40952.61033318026	40969.811599979235	40973.41573549014
38815.8877984559	40372.684106427754	40724.415575873114	40956.10548445712	40968.67191204384	40972.10022479309	40973.03049707545	40896.161762149764	40823.2884180426	40972.909787782555	40972.953164115235	40973.210346862434	40973.29586737052	40973.491754784016
39104.18009148861	40353.26945222273	40670.71414938322	40956.10568791915	40968.54804104575	40971.33093984339	40972.77426173034	40972.03710571787	40972.976796262104	40972.87844915821	40973.202386543424	40973.05968081958	40973.06268509742	40973.37636195635
39149.30071848803	40584.49966577092	40917.54208823839	40956.105353577484	40790.73560363029	40967.43753147924	40973.03039810931	40969.26557037457	41000.880493858254	40792.55795923854	40970.11756058488	41005.2028875844	41001.05905471049	41001.36525457091
39055.65198275039	40372.69732868261	40917.550486532644	40956.106236557775	40960.12969494191	40887.73601716811	41042.249184245695	40884.01243592835	40972.71046371708	40952.44111470976	40970.13104174262	40973.21455398194	40952.6587044997	40973.506227750586
40081.225656350965	40352.484651177656	40917.549631237525	40956.107602423	40968.07305246135	40972.08919344808	40972.71300821831	40796.303763302836	40951.727762249946	40972.86943294143	40973.172465385585	40973.25296696889	40972.867196314284	40897.13333027159
39306.11400667856	40352.46181793385	40914.0279175033	40956.10517404004	40968.642240592024	40972.086362700444	40953.47631940449	41107.636341750585	41042.24574666223	40972.90979066981	40994.61407742142	40970.10086703112	40973.056156933206	41110.44754521006
39104.18032056776	40406.20361369872	40917.541542154824	40959.916144480296	40790.65234995304	40972.08915271129	41042.014893274005	40993.10158478319	41042.34525828152	40952.04176721528	40792.6821437548	40896.917790195126	40994.701876099025	40793.11508832245
39907.03874376941	40352.458293820266	40917.53367365826	40959.471906812025	40969.174474948406	40970.75185013435	40973.01314735088	40946.68676809355	40972.97994756566	40895.62299950441	40970.07643426475	40973.28804741308	40972.89914045741	40870.98811490758
39806.721113534084	40376.82628736439	40673.24898438112	40956.11236240784	40790.650013636354	40789.869164391566	40791.79442252697	40792.62460349503	40896.53319784709	40859.7807029332	40792.80573404238	40792.89823491194	40952.6136660634	40952.734321022064
39873.11868215191	40600.34808225952	40917.54028646411	41030.347066674076	40968.503372018655	40968.235497126516	40969.7542080544	40886.47951292744	41008.04359770301	40972.9697028875	41110.15898956211	41110.336138814484	40793.07401124712	40973.50540371259
39515.67821939316	40353.30479042557	40690.190021652	40956.108805956355	40968.56305432433	40972.084893278385	40972.71263108646	40971.585139299284	40972.9294081725	40969.8215358123	40897.01814016183	40973.3141559573	40973.23225369475	40973.51203105162
39655.03126006069	40353.18933707766	40915.18090471192	40949.8123305486	40960.15707560092	40972.090729932024	40972.83256156618	40971.941175773565	40952.30974533648	40969.56760834446	40970.118611365004	40792.89487146116	40973.23644673446	40973.44847614605
39317.17650561297	40352.51599839515	40724.21967961534	40956.10551226022	40969.23806446662	40972.085169226135	41042.2770535122	40896.40542860199	40972.821389759534	40792.717568463435	40952.359723084104	40896.713209526184	40952.3795575982	40973.50491779735
40130.68343066397	40352.47543551113	40917.54066073979	40956.10419715938	40968.64679491836	40972.08606729704	40972.81889847273	40972.19591332815	40972.71122498744	40792.397336303	40973.18679912447	40973.33625435085	40973.28219550631	40952.861926670346
39601.83035466479	40584.50435816581	40780.46268845127	40956.10573629139	40789.24106592381	40894.757337387484	40972.81891928974	40832.8818113953	41008.294644037116	40972.78142794571	40973.17267626328	40952.605307318925	40973.29202068133	40973.47308447126
