# initial, wec=3.0, wec=2.6, wec=2.2, wec=1.8, wec=1.4, wec=1.0, wec=1.0_withlocTI
-16.02352322570162	403.2652047319209	385.80683155975066	385.80683155975066
104.90643896626295	-95.97529494413807	-325.76638707284127	-325.76638707284127
-406.929630224058	-516.7729166940028	-383.58056946556326	-383.58056946556326
-179.11147236085617	-552.7946791715892	-593.7003974197419	-593.7003974197419
267.41344562896063	397.1682239471265	199.08400156422846	199.08400156422846
287.0378503355595	593.9685188794061	596.2264161602537	596.2264161602537
194.3104143664953	165.62557135196388	128.5374476420136	128.5374476420136
-242.7338943454058	-31.70644228392945	-108.38442949028764	-108.38442949028764
20.384176973231117	290.02916322501915	565.0410866952343	565.0410866952343
-264.6530072331962	-255.4162834028925	-250.35317369794518	-250.35317369794518
345.3378754619437	591.998178259423	503.9158154010886	503.9158154010886
-125.66226808809961	-303.01544858776816	-461.38899705237526	-461.38899705237526
265.7989731655173	220.73117512056496	87.3195624755525	87.3195624755525
109.25833384795303	448.3831553289489	566.012187752658	566.012187752658
-145.77275903593366	-79.30984522160118	-67.2634289767149	-67.2634289767149
-357.5365391124918	-574.1516640842599	-586.0704664474189	-586.0704664474189
38.77466365192763	-79.3098452215524	-68.71927840532909	-68.71927840532909
29.889564952303104	-26.607951263166232	201.8777431774551	201.8777431774551
