# initial, wec=3.0, wec=2.6, wec=2.2, wec=1.8, wec=1.4, wec=1.0, wec=1.0_withlocTI
-312.02176362897075	-344.31906951839096	-310.1064155770975	-300.4360310649575	-302.30209459656953	-271.1760351360045	-304.584220548116	-304.584220548116
-121.84085185760809	-515.244554301498	-541.3363087208733	-551.06822454054	-556.8912142986733	-548.194620973271	-560.6821219673192	-560.6821219673192
-219.7691024261542	-209.5959767557105	-260.4882950294411	-278.5141117458538	-272.64724500935466	-215.18598321288525	-195.56656838518265	-195.56656838518265
450.89938643641744	591.7126327632968	590.093230747626	587.1338035605131	586.8581042444174	589.0857813882316	588.5266451534956	588.5266451534956
-479.8086395141997	-589.3621099548537	-581.796188640794	-582.2360315647998	-586.8523594380409	-588.1294067837728	-591.8866149526385	-591.8866149526385
241.48160931356406	271.0076350695312	227.01519721036996	215.22051371454987	215.77192906015964	250.0634133978555	273.72894149209765	273.72894149209765
333.7516374808511	450.904923585169	461.94790632008875	466.6025710259556	478.94827422683755	489.14209060245776	499.2515194096845	499.2515194096845
-49.048502272251504	66.1622858580908	84.65769357919052	87.14364124083009	101.08377592553566	140.21109408646083	123.2194641843791	123.2194641843791
172.46413842182875	148.81883388582335	145.31594570261504	121.90703897914885	124.83068393793643	164.2141267989652	185.23274084159178	185.23274084159178
319.45838755046356	491.3707371674537	513.6477499495822	519.3632621626987	518.2835479267436	535.2260995388681	516.9414402000217	516.9414402000217
5.828323547004199	-307.459405038176	-258.75664451944743	-237.32639536323256	-223.3214135585546	-243.92510585023587	-213.62480687471756	-213.62480687471756
-317.5165906507357	-562.2054462218196	-540.5051786744037	-531.4413379713295	-534.481602250194	-560.0851745711586	-567.2333887750526	-567.2333887750526
25.457228403392307	-99.40042875907946	-108.58167056193332	-123.58760778250394	-124.89221949345615	-113.92219782683446	-116.77494570964033	-116.77494570964033
40.438917107153216	112.49806724541494	146.67377026299386	144.91794216480187	124.91911886395144	118.76812081572623	98.33735351758592	98.33735351758592
-443.7507004204961	-535.31200381067	-555.3954449191347	-560.0715406541312	-559.8666033027741	-545.4117855736835	-533.9217795150959	-533.9217795150959
400.87196025780037	395.8345777801509	382.8891900844874	377.2029172176504	361.39960964011146	347.4776175644978	332.7881015243875	332.7881015243875
534.9819269302477	596.341399977526	593.9975379586076	593.6379249097822	591.4261475357114	583.3935274554095	561.5080366931237	561.5080366931237
-130.5310416794164	-43.99044710486068	-95.29766028144525	-91.44507467862861	-92.44972976109312	-90.3195575341107	-83.76738286092923	-83.76738286092923
